species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Gentoo,Biscoe,46.74812767285914,14.295911803197558,217,4556,FEMALE
Gentoo,Biscoe,43.61556635048858,13.15909438923072,211,4765,FEMALE
Gentoo,Biscoe,43.096647603152974,14.264469809684666,206,4161,FEMALE
Gentoo,Biscoe,48.23820058172801,15.049388999435283,217,5014,FEMALE
Gentoo,Biscoe,42.71016137870653,13.768880637628293,209,4442,FEMALE
Gentoo,Biscoe,45.14253440159633,14.415412954644816,217,4743,FEMALE
Gentoo,Biscoe,43.80110682619257,14.270495011639856,212,4500,FEMALE
Gentoo,Biscoe,44.54221374540925,13.2615313151196,208,4245,FEMALE
Gentoo,Biscoe,44.58860583759633,13.757515917671148,215,4720,FEMALE
Gentoo,Biscoe,46.4293276503242,13.624286881628027,210,4550,FEMALE
Gentoo,Biscoe,43.53575583237693,13.354184691401061,209,4465,FEMALE
Gentoo,Biscoe,47.97497594667238,14.618162462685236,218,5442,FEMALE
Gentoo,Biscoe,44.96403584984437,15.376141374263659,212,4839,FEMALE
Gentoo,Biscoe,43.41463036905628,14.154051816610968,205,4158,FEMALE
Gentoo,Biscoe,46.05175400201921,14.614232603026503,210,5085,FEMALE
Gentoo,Biscoe,42.958515314358415,13.410363707532401,209,4484,FEMALE
Gentoo,Biscoe,46.6951723263311,13.71438668988925,210,4837,FEMALE
Gentoo,Biscoe,49.023716544319775,14.387714768142255,218,5021,FEMALE
Gentoo,Biscoe,46.71058460597959,14.541405840546647,210,4835,FEMALE
Gentoo,Biscoe,46.78258026778366,14.73059082888369,215,4913,FEMALE
Gentoo,Biscoe,44.6844724793233,14.294657438274607,211,4769,FEMALE
Gentoo,Biscoe,45.463753921940956,14.319519560530136,216,4786,FEMALE
Gentoo,Biscoe,45.4332102104931,13.806169335675087,211,4481,FEMALE
Gentoo,Biscoe,48.45134683205558,15.286976646423303,212,4664,FEMALE
Gentoo,Biscoe,46.02355881786409,14.754207306212512,212,4584,FEMALE
Gentoo,Biscoe,45.39408990890493,14.746332304127673,211,4825,FEMALE
Gentoo,Biscoe,48.388994910708206,14.037894757505693,213,4606,FEMALE
Gentoo,Biscoe,41.46335908991217,13.066153681501369,210,4396,FEMALE
Gentoo,Biscoe,45.80853836593561,15.282208207547106,211,4649,FEMALE
Gentoo,Biscoe,45.224242002154945,14.522236888191765,214,4469,FEMALE
Gentoo,Biscoe,46.269208283173754,14.995973829516577,212,4665,FEMALE
Gentoo,Biscoe,44.8095454493441,13.661146528583087,218,4846,FEMALE
Gentoo,Biscoe,45.00929162113352,14.944013412398046,217,4585,FEMALE
Gentoo,Biscoe,43.14106769096001,14.015306439147395,210,4673,FEMALE
Gentoo,Biscoe,47.169020206522944,14.193763009527693,216,4728,FEMALE
Gentoo,Biscoe,44.76104917390277,14.491201476902525,210,5056,FEMALE
Gentoo,Biscoe,45.05685729611781,14.869032607426218,212,4807,FEMALE
Gentoo,Biscoe,53.43058521332731,14.70726330095654,217,4606,FEMALE
Gentoo,Biscoe,44.62241797282013,14.159730742830076,208,4318,FEMALE
Gentoo,Biscoe,42.48150578191776,13.757147307774611,205,4526,FEMALE
Gentoo,Biscoe,44.84665481824282,14.610662445828714,211,4803,FEMALE
Gentoo,Biscoe,47.55800397706628,14.69123050227972,213,5050,FEMALE
Gentoo,Biscoe,44.407089009435175,13.706065248958657,213,4517,FEMALE
Gentoo,Biscoe,42.514746912271974,15.165013359704345,211,4490,FEMALE
Gentoo,Biscoe,46.811481961799586,14.155719235447165,211,4726,FEMALE
Gentoo,Biscoe,45.77438339117342,13.56778571327132,213,4682,FEMALE
Gentoo,Biscoe,47.082287423158455,14.759686058659916,214,4517,FEMALE
Gentoo,Biscoe,47.412199679783505,14.238210812491085,210,5135,FEMALE
Gentoo,Biscoe,43.592951989512656,14.300938375408881,206,4692,FEMALE
Gentoo,Biscoe,43.44778456801781,13.756943294439372,211,4520,FEMALE
Gentoo,Biscoe,46.89102300004054,13.93990299459084,213,4987,FEMALE
Gentoo,Biscoe,42.89863570383115,14.251978167566154,213,4239,FEMALE
Gentoo,Biscoe,44.91727158249618,13.574760627039222,209,4337,FEMALE
Gentoo,Biscoe,45.681268836873265,14.812940107999076,210,4579,FEMALE
Gentoo,Biscoe,44.862553058999794,14.599143622872024,204,4356,FEMALE
Gentoo,Biscoe,44.149357464278665,13.610552676599253,211,4628,FEMALE
Gentoo,Biscoe,46.59125380365928,13.570608035093496,216,4821,FEMALE
Gentoo,Biscoe,47.66128661285121,13.25650706956948,217,4882,FEMALE
Gentoo,Biscoe,40.522994956555955,13.34480145583695,212,4587,FEMALE
Gentoo,Biscoe,47.23038527687285,14.207275744578531,218,5087,FEMALE
Gentoo,Biscoe,49.89194415089659,14.220780869735922,217,4578,FEMALE
Gentoo,Biscoe,47.893496190432955,15.317749695100613,218,4861,FEMALE
Gentoo,Biscoe,45.488315350015576,14.13700106691099,221,4827,FEMALE
Gentoo,Biscoe,43.59074028278698,14.154576981013621,209,4433,FEMALE
Gentoo,Biscoe,48.530459355449274,13.863431411843138,211,4823,FEMALE
Gentoo,Biscoe,43.540584632964816,13.42184322916016,213,4869,FEMALE
Gentoo,Biscoe,40.84670074248442,13.773985898178019,209,4432,FEMALE
Gentoo,Biscoe,47.65846208200755,14.471712691662372,209,4759,FEMALE
Gentoo,Biscoe,49.27089348754293,14.598306238708515,214,5268,FEMALE
Gentoo,Biscoe,44.988800223679625,13.884927066604929,206,4583,FEMALE
Gentoo,Biscoe,44.997066381109754,15.671172678253834,215,5043,FEMALE
Gentoo,Biscoe,47.56961682936284,13.79367233359685,216,4915,FEMALE
Gentoo,Biscoe,49.346464391941,14.953675035162515,210,4536,FEMALE
Gentoo,Biscoe,45.99337492655164,14.444419448340245,211,4420,FEMALE
Gentoo,Biscoe,45.82668714392794,13.202546816110994,209,4432,FEMALE
Gentoo,Biscoe,43.77901722010386,14.757753964533658,212,4249,FEMALE
Gentoo,Biscoe,45.931900714753525,14.70535949741319,213,4628,FEMALE
Gentoo,Biscoe,45.0573345529042,14.670478127453167,214,4361,FEMALE
Gentoo,Biscoe,45.22322228441937,13.825614592895219,214,4479,FEMALE
Gentoo,Biscoe,46.21451126671901,14.789656404362647,216,5239,FEMALE
Gentoo,Biscoe,43.760355874523334,14.629958523509448,218,4848,FEMALE
Gentoo,Biscoe,45.54368585797725,15.475938832779239,215,5495,FEMALE
Gentoo,Biscoe,49.60738800515285,15.3525309474711,214,4802,FEMALE
Gentoo,Biscoe,48.194011867141725,14.742227669914199,215,4771,FEMALE
Gentoo,Biscoe,45.4420621864078,15.350299974839945,219,5081,FEMALE
Gentoo,Biscoe,44.2814355231217,15.093961525208057,215,4734,FEMALE
Gentoo,Biscoe,46.61598484376834,13.90614540847525,215,4636,FEMALE
Gentoo,Biscoe,46.66574853053649,14.924330722639217,215,4827,FEMALE
Gentoo,Biscoe,49.01591734651614,14.898849407832277,213,4893,FEMALE
Gentoo,Biscoe,46.97694822994432,14.286252752935102,207,4513,FEMALE
Gentoo,Biscoe,49.11883523230147,14.192665577555575,208,4052,FEMALE
Gentoo,Biscoe,46.70825700065396,14.15077146061887,211,4803,FEMALE
Gentoo,Biscoe,46.39573593084668,14.39945194087921,207,3962,FEMALE
Gentoo,Biscoe,44.391828687975696,14.588991290640312,210,4735,FEMALE
Gentoo,Biscoe,44.76717526680559,13.800339955503008,210,4846,FEMALE
Gentoo,Biscoe,46.81207776630686,14.530122582310128,211,4710,FEMALE
Gentoo,Biscoe,43.56661502537734,13.969349461029411,216,4975,FEMALE
Gentoo,Biscoe,46.28972665459625,14.479427864071116,211,4731,FEMALE
Gentoo,Biscoe,47.0117507117205,14.16430456788892,206,4503,FEMALE
Gentoo,Biscoe,46.121102464179664,14.519155597910071,217,4846,FEMALE
Gentoo,Biscoe,48.260504240137614,14.724959294798827,218,4874,FEMALE
Gentoo,Biscoe,44.83473324140225,14.804174557357586,211,4801,FEMALE
Gentoo,Biscoe,45.950584780291635,14.211459346609184,209,4935,FEMALE
Gentoo,Biscoe,46.07634736130285,14.233799078231597,213,4226,FEMALE
Gentoo,Biscoe,48.79067706637459,14.200748622987536,209,4646,FEMALE
Gentoo,Biscoe,50.168760796725294,15.366768311436896,212,4875,FEMALE
Gentoo,Biscoe,47.66014269393446,14.49974594781568,207,4372,FEMALE
Gentoo,Biscoe,47.03603319160081,14.944353420115128,213,4814,FEMALE
Gentoo,Biscoe,44.051803534790096,14.434542574552646,213,4542,FEMALE
Gentoo,Biscoe,41.92867008599477,13.015808664912722,211,4393,FEMALE
Gentoo,Biscoe,46.19967986542391,14.744012748226062,213,4599,FEMALE
Gentoo,Biscoe,43.81159398008177,14.389705002564074,222,4730,FEMALE
Gentoo,Biscoe,44.51169303768057,13.812285754170901,214,4603,FEMALE
Gentoo,Biscoe,45.797113641570085,13.804881209656743,208,4590,FEMALE
Gentoo,Biscoe,46.2299677923588,14.181627369340708,205,4720,FEMALE
Gentoo,Biscoe,45.943365558171116,13.858975738325972,212,4642,FEMALE
Gentoo,Biscoe,47.024105148614126,14.473707905998147,219,4715,FEMALE
Gentoo,Biscoe,44.97318825047664,14.323900287851515,214,4600,FEMALE
Gentoo,Biscoe,47.35869846287187,14.85631188661335,213,4397,FEMALE
Gentoo,Biscoe,49.80946919072957,15.258593875436471,208,4606,FEMALE
Gentoo,Biscoe,43.11564129491845,14.202191231026347,208,4302,FEMALE
Gentoo,Biscoe,48.1260007947807,14.67660207971534,214,4691,FEMALE
Gentoo,Biscoe,48.30756707117814,14.495375132187327,210,4293,FEMALE
Gentoo,Biscoe,40.87340291119922,14.016938656177802,209,4178,FEMALE
Gentoo,Biscoe,45.35837461174807,14.507634601217408,213,4671,FEMALE
Gentoo,Biscoe,46.94018924284123,14.435188055657147,210,4838,FEMALE
Gentoo,Biscoe,44.47385498072146,13.52966604152696,210,4884,FEMALE
Gentoo,Biscoe,46.59936585125761,14.47201749230774,210,4839,FEMALE
Gentoo,Biscoe,46.79622830597572,14.827540903621061,219,4972,FEMALE
Gentoo,Biscoe,42.59784339475689,14.592334833473432,210,4447,FEMALE
Gentoo,Biscoe,45.3734012102911,14.602916816835961,211,4877,FEMALE
Gentoo,Biscoe,44.93504563628202,14.827635397336108,208,4831,FEMALE
Gentoo,Biscoe,48.270109581224844,15.474666439440906,216,4807,FEMALE
Gentoo,Biscoe,46.42652968112575,14.858592507475084,209,5066,FEMALE
Gentoo,Biscoe,44.36972184691666,14.595881161602652,208,4838,FEMALE
Gentoo,Biscoe,47.5108307470972,14.142277752954351,209,4727,FEMALE
Gentoo,Biscoe,42.6598572338893,13.871920908674198,207,4355,FEMALE
Gentoo,Biscoe,44.511147336487475,13.304940219914577,212,4874,FEMALE
Gentoo,Biscoe,45.024479343025384,14.10739903834139,217,4914,FEMALE
Gentoo,Biscoe,44.30186870401462,13.99377942050987,211,4868,FEMALE
Gentoo,Biscoe,45.0968026485236,14.27542797637421,218,4924,FEMALE
Gentoo,Biscoe,48.20579566942872,14.9422729132786,218,4967,FEMALE
Gentoo,Biscoe,42.68442845705449,14.49598225127105,212,4359,FEMALE
Gentoo,Biscoe,42.30248875690424,13.839127148974008,211,4720,FEMALE
Gentoo,Biscoe,47.97472825284626,13.862519618103278,213,4584,FEMALE
Gentoo,Biscoe,47.25763124209698,14.170646810722683,210,4989,FEMALE
Gentoo,Biscoe,44.59920599043446,14.38273720259972,209,4560,FEMALE
Gentoo,Biscoe,46.86912105005188,14.75559320289849,210,4858,FEMALE
Gentoo,Biscoe,42.84795488278417,13.550764196254606,211,4125,FEMALE
Gentoo,Biscoe,48.70489736486927,14.359947643162283,215,4912,FEMALE
Gentoo,Biscoe,47.05456389499743,14.56517284059052,213,5047,FEMALE
Gentoo,Biscoe,45.13574544572088,14.85560826570899,206,4668,FEMALE
Gentoo,Biscoe,47.38569049890139,15.001860752950108,206,4501,FEMALE
Gentoo,Biscoe,43.70050981491297,14.997862450477086,216,4283,FEMALE
Gentoo,Biscoe,48.74497689343201,14.09287502728923,209,4690,FEMALE
Gentoo,Biscoe,45.6122565525309,13.998249590015877,215,4508,FEMALE
Gentoo,Biscoe,48.52481220436562,15.353023223956983,212,4855,FEMALE
Gentoo,Biscoe,42.4938641976645,14.08426755737762,209,4840,FEMALE
Gentoo,Biscoe,45.92245402719525,14.823589209305888,217,4868,FEMALE
Gentoo,Biscoe,48.01383010600333,14.073306075256864,210,5069,FEMALE
Gentoo,Biscoe,46.06158724734999,14.737783901792966,213,4431,FEMALE
Gentoo,Biscoe,43.1862841966067,14.174772774191165,216,5054,FEMALE
Gentoo,Biscoe,42.62501017178144,14.086444903550339,210,4374,FEMALE
Gentoo,Biscoe,43.288415091662145,14.47565811279609,214,4757,FEMALE
Gentoo,Biscoe,48.6952321744658,15.42214317608057,212,4551,FEMALE
Gentoo,Biscoe,42.23964037340214,13.973027749840725,213,4760,FEMALE
Gentoo,Biscoe,49.399308033203276,15.849445512820427,215,5124,FEMALE
Gentoo,Biscoe,44.763406572745055,14.354251498330077,216,4972,FEMALE
Gentoo,Biscoe,45.2768542443634,13.982791030916239,213,5024,FEMALE
Gentoo,Biscoe,50.85071369554808,15.13224731059318,215,4736,FEMALE
Gentoo,Biscoe,46.668896771110326,15.464623627760307,206,4766,FEMALE
Gentoo,Biscoe,44.405109353838974,14.23555826287148,217,4876,FEMALE
Gentoo,Biscoe,42.99859733332547,14.067385057539019,204,4387,FEMALE
Gentoo,Biscoe,45.016384256090916,13.9686441693083,209,4367,FEMALE
Gentoo,Biscoe,45.98844736669012,15.320923373379653,214,4916,FEMALE
Gentoo,Biscoe,44.58321392289759,13.317826401829358,206,4307,FEMALE
Gentoo,Biscoe,48.45933208860314,14.521007595480153,215,4621,FEMALE
Gentoo,Biscoe,42.645145898465316,13.958707314954339,213,4694,FEMALE
Gentoo,Biscoe,44.90167903349268,14.687540477176208,212,4758,FEMALE
Gentoo,Biscoe,47.01329884584071,14.756395993542137,215,4625,FEMALE
Gentoo,Biscoe,45.44863219670765,14.379961758251559,213,4959,FEMALE
Gentoo,Biscoe,43.056454410277354,13.874428258900272,214,4488,FEMALE
Gentoo,Biscoe,46.11287821298259,14.422044136184374,208,4377,FEMALE
Gentoo,Biscoe,46.86052507635711,14.553250354494228,212,4591,FEMALE
Gentoo,Biscoe,48.31707636528761,14.651970483933962,211,4516,FEMALE
Gentoo,Biscoe,45.12502367933364,13.54102145453424,217,4343,FEMALE
Gentoo,Biscoe,48.00493551208638,14.823070829612119,207,4844,FEMALE
Gentoo,Biscoe,42.62587505107241,14.021936115316638,212,4656,FEMALE
Gentoo,Biscoe,44.003410303596866,13.945220118020863,211,4548,FEMALE
Gentoo,Biscoe,44.29218376108893,14.09135492523735,209,4786,FEMALE
Gentoo,Biscoe,49.512794389578715,14.192767461475267,219,4604,FEMALE
Gentoo,Biscoe,45.20195571719618,14.563867892263243,214,4972,FEMALE
Gentoo,Biscoe,49.32578738025964,15.114536896218826,212,5121,FEMALE
Gentoo,Biscoe,44.93471623396729,13.812309476067355,211,5017,FEMALE
Gentoo,Biscoe,48.81437732167176,14.392652078028272,215,4725,FEMALE
Gentoo,Biscoe,44.54376966857521,14.249200626121585,216,4461,FEMALE
Gentoo,Biscoe,47.35913295138652,13.511435915902238,212,4429,FEMALE
Gentoo,Biscoe,45.80211721670159,14.782612508602478,210,4431,FEMALE
Gentoo,Biscoe,46.3601661053721,14.37761010081255,209,5020,FEMALE
Gentoo,Biscoe,44.127070353928424,14.083888374566966,205,4544,FEMALE
Gentoo,Biscoe,43.959869010623216,14.15463959020268,211,4777,FEMALE
Gentoo,Biscoe,44.85269853902522,14.546674008200133,209,4482,FEMALE
Gentoo,Biscoe,45.23912422910433,14.862653789097738,213,4747,FEMALE
Gentoo,Biscoe,46.65585681717277,14.62858654062882,215,4804,FEMALE
Gentoo,Biscoe,45.4234323748398,13.667988805083931,213,4989,FEMALE
Gentoo,Biscoe,48.05875937596435,14.717028264302819,221,5110,FEMALE
Gentoo,Biscoe,45.753251003277,14.86515283597841,213,4922,FEMALE
Gentoo,Biscoe,47.43831159919656,14.67371972025308,216,4553,FEMALE
Gentoo,Biscoe,44.71721211825056,14.241465317281632,207,5019,FEMALE
Gentoo,Biscoe,47.28248466114832,14.98854221921914,218,4758,FEMALE
Gentoo,Biscoe,46.976370686411556,14.252889347390896,212,4876,FEMALE
Gentoo,Biscoe,46.19035281978054,13.735245590904054,208,4833,FEMALE
Gentoo,Biscoe,46.851509150990786,15.257515903581744,224,4944,FEMALE
Gentoo,Biscoe,43.95484728558749,14.330877228610717,216,4725,FEMALE
Gentoo,Biscoe,44.883390554578604,15.018479706282424,215,4504,FEMALE
Gentoo,Biscoe,43.057921547116685,14.64670226617909,210,4912,FEMALE
Gentoo,Biscoe,44.12854562722441,14.55219015393205,215,4935,FEMALE
Gentoo,Biscoe,46.20717076164068,14.250200764015409,211,4497,FEMALE
Gentoo,Biscoe,48.01948650879526,14.60258096993366,213,4537,FEMALE
Gentoo,Biscoe,46.63528217731951,13.401546849466383,211,4280,FEMALE
Gentoo,Biscoe,41.203869299069936,14.140117384178083,210,4723,FEMALE
Gentoo,Biscoe,43.82412426266948,13.467398494914988,211,4630,FEMALE
Gentoo,Biscoe,48.99372611708622,14.612362142991085,214,4841,FEMALE
Gentoo,Biscoe,46.773204751316534,14.721717750456072,213,5031,FEMALE
Gentoo,Biscoe,42.06086402444885,14.664512539118011,217,4547,FEMALE
Gentoo,Biscoe,43.775861649019284,13.491484697179775,208,4207,FEMALE
Gentoo,Biscoe,48.96119747355856,14.259658850158631,215,4769,FEMALE
Gentoo,Biscoe,45.93373329324618,14.471155137680501,208,4722,FEMALE
Gentoo,Biscoe,44.54567892882163,13.864698660293811,212,4713,FEMALE
Gentoo,Biscoe,41.44184370408946,14.15683184473432,208,4726,FEMALE
Gentoo,Biscoe,46.09535951810721,13.817062672962415,210,4680,FEMALE
Gentoo,Biscoe,40.324059058267714,14.552437096730486,211,4810,FEMALE
Gentoo,Biscoe,44.014564245816956,13.582924801862207,212,4562,FEMALE
Gentoo,Biscoe,45.646307267685266,14.266749227913566,209,4159,FEMALE
Gentoo,Biscoe,43.59452386670077,14.806466449321825,212,4683,FEMALE
Gentoo,Biscoe,43.02605711110008,14.00503727586618,208,4269,FEMALE
Gentoo,Biscoe,44.85368783677954,14.714240361121902,216,5243,FEMALE
Gentoo,Biscoe,45.47193423392045,13.51125733904078,213,4743,FEMALE
Gentoo,Biscoe,45.0278738274128,13.988684659622447,214,4437,FEMALE
Gentoo,Biscoe,42.176484056455635,14.206029298222044,213,4812,FEMALE
Gentoo,Biscoe,43.34607620446606,14.01810044542213,207,4583,FEMALE
Gentoo,Biscoe,45.69353550369795,13.66257234918595,214,4700,FEMALE
Gentoo,Biscoe,43.39900773587474,12.920177565020472,211,4233,FEMALE
Gentoo,Biscoe,47.08999596829588,14.039909363320357,208,4789,FEMALE
Gentoo,Biscoe,44.36938045976666,14.585588701743566,216,5000,FEMALE
Gentoo,Biscoe,43.54328784258903,14.318334729602665,213,4965,FEMALE
Gentoo,Biscoe,47.66831162058724,14.569472990103538,215,4932,FEMALE
Gentoo,Biscoe,43.834123915708275,13.164948742555124,210,4537,FEMALE
Gentoo,Biscoe,44.26525141967218,13.705250549598215,209,4318,FEMALE
Gentoo,Biscoe,48.63987831655617,13.747273877417346,204,4639,FEMALE
Gentoo,Biscoe,41.89924631980856,13.833023955309725,209,4484,FEMALE
Gentoo,Biscoe,45.882598886898464,14.186407393552996,207,4460,FEMALE
Gentoo,Biscoe,47.694178323284554,14.039240037316373,216,4882,FEMALE
Gentoo,Biscoe,41.45624288770763,14.168852254087286,208,4484,FEMALE
Gentoo,Biscoe,47.2294689916324,14.763296132799635,217,5121,FEMALE
Gentoo,Biscoe,44.89783422155819,14.162722378475435,209,4563,FEMALE
Gentoo,Biscoe,43.356408055102165,14.507432714315573,214,4368,FEMALE
Gentoo,Biscoe,47.17367559700255,14.262263045529986,215,4673,FEMALE
Gentoo,Biscoe,43.40871091046066,13.96407218306613,211,4298,FEMALE
Gentoo,Biscoe,46.29574408357861,14.425811973664413,215,4721,FEMALE
Gentoo,Biscoe,49.36084944118996,14.683640292732061,216,5021,FEMALE
Gentoo,Biscoe,43.16650935082593,14.637390777325134,214,4826,FEMALE
Gentoo,Biscoe,44.03956220022964,14.169281685049205,210,4489,FEMALE
Gentoo,Biscoe,46.48443418656541,14.053566603150498,214,4584,FEMALE
Gentoo,Biscoe,48.8688214896808,15.049789314215522,204,4170,FEMALE
Gentoo,Biscoe,47.3807049904634,14.380004931582457,216,4606,FEMALE
Gentoo,Biscoe,46.44118156719211,14.706717861691127,208,4593,FEMALE
Gentoo,Biscoe,42.4052249833654,14.090399698034034,206,4709,FEMALE
Gentoo,Biscoe,47.91358741701999,14.608435224814418,213,4858,FEMALE
Gentoo,Biscoe,46.454871040454385,14.461219845665468,215,4638,FEMALE
Gentoo,Biscoe,45.646173816148284,14.847983596143086,212,4738,FEMALE
Gentoo,Biscoe,43.8189960010421,14.482678753838988,216,5033,FEMALE
Gentoo,Biscoe,48.94967123081276,13.672374460140574,213,4607,FEMALE
Gentoo,Biscoe,46.91353956125155,14.370587988888463,213,4888,FEMALE
Gentoo,Biscoe,44.06260496846984,14.424264545130832,215,4652,FEMALE
Gentoo,Biscoe,46.008090946866666,14.048069998187458,214,4821,FEMALE
Gentoo,Biscoe,44.47985090173618,13.718136644039799,213,4431,FEMALE
Gentoo,Biscoe,47.56891012682081,14.729422755569207,220,5024,FEMALE
Gentoo,Biscoe,46.338435695394736,13.841688119890938,207,4462,FEMALE
Gentoo,Biscoe,43.51098963832437,13.997266702626323,214,4963,FEMALE
Gentoo,Biscoe,42.95990045392606,14.300855442611157,212,5178,FEMALE
Gentoo,Biscoe,46.924306980129224,13.616731318294933,208,4354,FEMALE
Gentoo,Biscoe,43.37154522922,14.019711047001955,212,4614,FEMALE
Gentoo,Biscoe,48.70302227279252,15.07013236149514,217,4785,FEMALE
Gentoo,Biscoe,45.113964834253835,14.370785879958664,208,4322,FEMALE
Gentoo,Biscoe,50.013460541976144,14.101739290239003,215,4713,FEMALE
Gentoo,Biscoe,44.828595710581524,15.177582820671825,215,4939,FEMALE
Gentoo,Biscoe,45.88985000219533,14.18047586571733,209,4574,FEMALE
Gentoo,Biscoe,46.48626140219499,14.727532746048096,212,4515,FEMALE
Gentoo,Biscoe,43.22887476758963,14.1302727644143,208,4175,FEMALE
Gentoo,Biscoe,42.47204370023832,14.626214792752943,216,4271,FEMALE
Gentoo,Biscoe,47.55269267775273,14.886546622613292,217,4860,FEMALE
Gentoo,Biscoe,45.625910986170325,14.439878691400626,213,5139,FEMALE
Gentoo,Biscoe,43.76720717748682,13.948800874347944,212,4175,FEMALE
Gentoo,Biscoe,45.91975342022385,14.242902892287486,217,5046,FEMALE
Gentoo,Biscoe,44.94383790081941,13.936285822205392,206,4755,FEMALE
Gentoo,Biscoe,46.58019112756402,14.461499450646787,212,4862,FEMALE
Gentoo,Biscoe,44.90383787651912,13.800704364802092,215,4881,FEMALE
Gentoo,Biscoe,42.76557185115816,13.143836978766435,213,4270,FEMALE
Gentoo,Biscoe,45.93803091600357,14.394816978105741,218,4968,FEMALE
Gentoo,Biscoe,46.28914346493368,13.670127333502563,210,4437,FEMALE
Gentoo,Biscoe,45.82034672334815,13.959272175121512,211,4450,FEMALE
Gentoo,Biscoe,43.26115378329263,14.835703549317989,215,4659,FEMALE
Gentoo,Biscoe,49.8844469003219,15.381308546641673,212,4582,FEMALE
Gentoo,Biscoe,46.56287010431572,13.951996492397205,215,5001,FEMALE
Gentoo,Biscoe,46.9446004972063,13.544177083178838,215,4534,FEMALE
Gentoo,Biscoe,46.37151465850778,14.597203509860218,217,4804,FEMALE
Gentoo,Biscoe,40.381707905952545,12.623492427584676,207,4376,FEMALE
Gentoo,Biscoe,44.93852239735375,14.251436526217157,206,4669,FEMALE
Gentoo,Biscoe,46.91994687329085,14.764237178967157,209,4656,FEMALE
Gentoo,Biscoe,47.13065546546092,13.15767571048401,211,4517,FEMALE
Gentoo,Biscoe,46.561670397180016,14.108295625325736,206,4335,FEMALE
Gentoo,Biscoe,43.86522683383227,13.249265904793837,207,4481,FEMALE
Gentoo,Biscoe,45.8855116465316,14.299073642393992,216,4592,FEMALE
Gentoo,Biscoe,43.71861121871505,14.136515750736372,218,4483,FEMALE
Gentoo,Biscoe,47.612541318036435,15.02538572450104,215,4663,FEMALE
Gentoo,Biscoe,47.11008906965929,14.939590332449793,210,4419,FEMALE
Gentoo,Biscoe,47.02074261937043,14.843817881821064,212,4791,FEMALE
Gentoo,Biscoe,46.387092498658646,14.579004135057582,213,5067,FEMALE
Gentoo,Biscoe,45.21291861288356,14.645015753691265,217,4870,FEMALE
Gentoo,Biscoe,42.44420863893631,13.163236297088797,204,4529,FEMALE
Gentoo,Biscoe,46.487713177107025,14.802268335603493,211,4596,FEMALE
Gentoo,Biscoe,43.37100045878725,14.56901293888541,212,4960,FEMALE
Gentoo,Biscoe,48.96718159383816,14.303564888600468,220,4612,FEMALE
Gentoo,Biscoe,44.37695902984898,14.68755328747867,223,5100,FEMALE
Gentoo,Biscoe,44.942629350546525,13.401980634222745,211,4415,FEMALE
Gentoo,Biscoe,46.95714237420492,13.924764980541545,217,4851,FEMALE
Gentoo,Biscoe,46.93308688811209,14.710224482872261,215,4393,FEMALE
Gentoo,Biscoe,48.41636429679783,15.068602772025987,215,4622,FEMALE
Gentoo,Biscoe,46.543093625184596,14.57914274860124,212,4795,FEMALE
Gentoo,Biscoe,44.647715044216476,13.641605021513936,208,4473,FEMALE
Gentoo,Biscoe,43.89458977311635,14.52003065224688,213,4549,FEMALE
Gentoo,Biscoe,45.96077041445673,14.288811468692954,215,4545,FEMALE
Gentoo,Biscoe,41.79296935910632,13.515332866982087,215,4255,FEMALE
Gentoo,Biscoe,44.820325760594855,14.12475252429973,207,4310,FEMALE
Gentoo,Biscoe,49.07787224497991,14.266401620272209,205,4788,FEMALE
Gentoo,Biscoe,46.30357410199963,15.97787963667762,216,4686,FEMALE
Gentoo,Biscoe,47.63042282226665,14.783769051296984,215,4836,FEMALE
Gentoo,Biscoe,45.235863875006046,14.176352481443221,212,4686,FEMALE
Gentoo,Biscoe,45.74132725859851,13.247478095977106,213,4620,FEMALE
Gentoo,Biscoe,42.63539915324071,13.132894193175606,216,4710,FEMALE
Gentoo,Biscoe,40.44993483222248,12.883005869870898,210,4198,FEMALE
Gentoo,Biscoe,43.84631334750629,14.5008894764574,216,4381,FEMALE
Gentoo,Biscoe,45.4618289478063,14.13408549643473,213,5180,FEMALE
Gentoo,Biscoe,43.89744204365382,14.95767352272703,216,4851,FEMALE
Gentoo,Biscoe,46.54579782639543,15.101740733829503,208,4538,FEMALE
Gentoo,Biscoe,46.44379211845421,14.50007685908987,209,4487,FEMALE
Gentoo,Biscoe,44.193967508131095,13.429712315000877,214,4593,FEMALE
Gentoo,Biscoe,45.65702572760213,15.240479281532593,213,4996,FEMALE
Gentoo,Biscoe,46.63080496973199,15.025385268560994,210,4653,FEMALE
Gentoo,Biscoe,49.1771008293488,15.206520829210673,218,4990,FEMALE
Gentoo,Biscoe,46.03166883554969,14.237561690673813,207,4743,FEMALE
Gentoo,Biscoe,45.18370843021136,14.013776385131065,213,4706,FEMALE
Gentoo,Biscoe,47.10707919062269,14.314745484744995,216,4582,FEMALE
Gentoo,Biscoe,42.88802227804192,14.52857475249955,213,4628,FEMALE
Gentoo,Biscoe,47.5762114348605,15.308938125209647,214,4785,FEMALE
Gentoo,Biscoe,48.85635073799268,15.109372620627454,213,5284,FEMALE
